MEDICATION;ATC_CODE;CAT_MATCH;size;PIPE;INGREDIENT;STEP1;STEP2;STEP31;STEP32;STEP33;LEV1;LEV2;LEV3;TRUE12;TRUE123;TRUE13;TRUE23;MATCH;ATC_JOS_LVL1;ATC_CODE_LVL1;eval1;eval2;eval31;eval32;eval33;correct;level;kommentar;Kommentar Apotheke
PANTOPRAZOL HEXAL i.v.40 mg Plv.z.Hers.e.Inj.L. | (Pantoprazol);;No Match;190;1;pantoprazol;A02BC02;;A02BC02;;;87;;;0;0;1;0;0;A;;1;;1;;;0;5;;
LEVODOPA ratioph.comp.100mg/25mg Retardtabletten | (Carbidopa);;No Match;189;1;carbidopa;;;N04BA10;;;77;;;0;0;0;0;0;N;;;;1;;;0;5;;
"NOVAMINSULFON ratioph.1 g/2 ml Inj.Lsg. Ampullen | (Metamizol; 9-50Kg 12mg/kg KG)";;No Match;188;1;"metamizol; 9-50kg 12mg/kg kg";;;N02BB02;;;81;;;0;0;0;0;0;N;;;;1;;;0;5;;
VOMEX A i.v. Injektionslösung | (Dimenhydrinat);A04AB02;Fuzzy Match;188;1;dimenhydrinat;A04AB02;;A04AB02;;;100;;;0;0;1;0;1;A;A;1;;1;;;0;5;;
CORDAREX Tabletten | (Amiodaron);;No Match;188;1;amiodaron;C01BD01;;C01BD01;;;36;;;0;0;1;0;0;C;;1;;1;;;0;5;;
METFORMIN HEXAL 1000 mg Filmtabletten | (Metformin);;No Match;187;1;metformin;A10BA02;A10BA02;A10BA02;;;95;;;1;1;1;1;0;A;;1;1;1;;;0;5;;
"[1 - Rtx Vaskulitis Induktion, Prednisolon]NATRIUMCHLORID Inf.Lsg.154";;No Match;185;0;;;;A11CC02;M01CX01;D08AC05;55;53.0;53.0;0;0;0;0;0;A;;;;0;0;0;H02AB06;5;Was wäre hier für Prednisolon korrekt als i.v., Trägerlösung weglassen mit ATC Code?;H02AB06
RISPERIDON HEXAL 1 mg/ml Lösung z.Einn. | (Risperidon);;No Match;184;1;risperidon;N05AX08;N05AX08;N05AX08;;;95;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
PREDNISOLON mg Jenapharm Tabletten | (Prednisolon);;No Match;184;1;prednisolon;;;H02AB06;;;98;;;0;0;0;0;0;H;;;;1;;;0;5;;
Vitamin D3 (p.o.) 500 I.E. Tbl.;;No Match;183;0;;;;A11CC05;N07XB52;A11DA01;83;67.0;67.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
DYNASTAT 40 mg Plv.z.Herst.e.Injektionslsg | (Parecoxib);M01AH04;Fuzzy Match;183;1;parecoxib;M01AH04;;M01AH04;;;96;;;0;0;1;0;1;M;M;1;;1;;;0;5;;
DERMATOP Basiscreme | (Myristylalkohol);;No Match;183;1;myristylalkohol;;;D07AC18;;;67;;;0;0;0;0;0;D;;;;1;;;0;5;;
Tavor exp.;;No Match;182;0;;;;N05BA06;;;71;;;0;0;0;0;0;N;;;;1;;;0;5;;
ARIXTRA 2,5 mg/0,5 ml Inj.-Lsg.i.e.Fertigspritze | ab OP-Tag;;No Match;182;1;b op-ta;;;B01AX05;;;81;;;0;0;0;0;0;B;;;;1;;;0;5;;
Atarax 25 mg;;No Match;182;0;;;;N05BB01;A01AB09;N02CC02;67;64.0;64.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
Bisoprolol 5 mg;;No Match;182;0;;;;C07AB07;;;80;;;0;0;0;0;0;C;;;;1;;;0;5;;
PALLADON retard 4 mg Kapseln | (Hydromorphon);;No Match;181;1;hydromorphon;N02AA03;N02AA03;N02AA03;;;94;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
PREDNISOLON 40 mg Jenapharm Tabletten | (Prednisolon);;No Match;181;1;prednisolon;;;H02AB06;;;79;;;0;0;0;0;0;H;;;;1;;;0;5;;
DREISAVIT N Filmtabletten | (Thiaminium-Kation, Pyridoxin, Pantothensäure);A11EB01;Fuzzy Match;181;1;thiaminium-kation, pyridoxin, pantothensäure;;;A07EC01;N03AG01;;70;68.0;;0;0;0;0;2;A;A;;;0;0;;A11EB01;5;;
CARMEN 10 mg Filmtabletten | (Lercanidipin);;No Match;181;1;lercanidipin;C08CA13;;C08CA13;;;96;;;0;0;1;0;0;C;;1;;1;;;0;5;;
ACC 600 mg;;No Match;181;0;;;;R05CB01;J05AB01;;75;60.0;;0;0;0;0;0;R;;;;1;0;;0;5;;
STALEVO 100 mg/25 mg/200 mg Filmtabletten | (Levodopa);;No Match;180;1;levodopa;N04BA13;;N04BA13;;;80;;;0;0;1;0;0;N;;1;;1;;;0;5;;
SMOFKABIVEN zentral 1600 kcal;;No Match;180;0;;;;B05BA10;;;88;;;0;0;0;0;0;B;;;;1;;;0;5;;
Methylprednisolon;;No Match;179;0;;;;H02AB04;;;77;;;0;0;0;0;0;H;;;;1;;;0;5;;
ALENDRONSÄURE ratiopharm 70 mg Tabletten | (Alendronsäure);;No Match;179;1;alendronsäure;M05BA04;;M05BA04;;;79;;;0;0;1;0;0;M;;1;;1;;;0;5;;
RAMIPRIL HEXAL 10 mg Tabletten | (Ramipril);;No Match;178;1;ramipril;;C09AA05;C09AA05;;;94;;;0;0;0;1;0;C;;;1;1;;;0;5;;
1 CELLCEPT 500 mg Tabletten | (Mycophenolsäure);;No Match;178;1;mycophenolsäure;L04AA06;;L04AA06;;;83;;;0;0;1;0;0;L;;1;;1;;;0;5;;
VORICONAZOL HEXAL 200 mg Filmtabletten | (Voriconazol);;No Match;178;1;voriconazol;J02AC03;J02AC03;J02AC03;;;95;;;1;1;1;1;0;J;;1;1;1;;;0;5;;
Lyrica 25 mg;;No Match;178;0;;;;N03AX16;V03AH01;;92;58.0;;0;0;0;0;0;N;;;;1;1;;0;5;;
CANDESARTAN-ratiopharm 4 mg Tabletten | (Candesartan);;No Match;176;1;candesartan;;;C09CA06;;;98;;;0;0;0;0;0;C;;;;1;;;0;5;;
Vergentan 100mg;;No Match;176;0;;;;A03FA05;C04AD03;;90;71.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
Arixtra 2,5 mg;;No Match;175;0;;;;B01AX05;;;78;;;0;0;0;0;0;B;;;;1;;;0;5;;
INNOHEP 20.000 Anti XA I.E./ml 0,8ml Fertigspr. | (Tinzaparin natrium);;No Match;175;1;tinzaparin natrium;B01AB10;;B01AB10;;;77;;;0;0;1;0;0;B;;1;;1;;;0;5;;
INHIXA 7.000 I.E. 70 mg/0,7 ml ILO F.Sp.+Sich-Sys. | (Enoxaparin natrium);;No Match;175;1;enoxaparin natrium;B01AB05;;B01AB05;;;36;;;0;0;1;0;0;B;;1;;1;;;0;5;;
B) KEVATRIL 3 mg als KI | (Granisetron);;No Match;174;1;granisetron;A04AA02;;A04AA02;;;29;;;0;0;1;0;0;A;;1;;1;;;0;5;;
FLUCONAZOL HEXAL 200 mg Hartkapseln | (Fluconazol);;No Match;173;1;fluconazol;J02AC01;J02AC01;J02AC01;;;95;;;1;1;1;1;0;J;;1;1;1;;;0;5;;
CLARITHROMYCIN HEXAL 500 mg Filmtabletten | (Clarithromycin);;No Match;173;1;clarithromycin;J01FA09;J01FA09;J01FA09;;;96;;;1;1;1;1;0;J;;1;1;1;;;0;5;;
LEVETIRACETAM STADA 750 mg Filmtabletten | (Levetiracetam);;No Match;173;1;levetiracetam;N03AX14;;N03AX14;;;79;;;0;0;1;0;0;N;;1;;1;;;0;5;;
INSUMAN Basal 40 I.E./ml Durchstechflaschen | (Insulin-Isophan (human));;No Match;173;1;insulin-isophan (human);A10AC01;;A10AC01;;;90;;;0;0;1;0;0;A;;1;;1;;;0;5;;
Insulin nach UKD-Plan;;No Match;173;0;;;;A10AC01;A10AB01;;53;53.0;;0;0;0;0;0;A;;;;0;0;;A10A;3;ATC Code A10AC01 korrekt?; A10A
LASIX Inj.-Lsg. Ampullen | (Furosemid);;No Match;171;1;furosemid;C03CA01;;C03CA01;;;54;;;0;0;1;0;0;C;;1;;1;;;0;5;;
NEXIUM Mups 20 mg magensaftresistente Tabletten | (Esomeprazol);;No Match;171;1;esomeprazol;A02BC05;A02BC05;A02BC05;;;93;;;1;1;1;1;0;A;;1;1;1;;;0;5;;
Clopidogrel 75 mg;;No Match;171;0;;;;B01AC04;M03BX01;C02AC01;62;59.0;56.0;0;0;0;0;0;B;;;;1;0;0;0;5;;
TAVOR;;No Match;171;0;;;N05BA06;N05BA06;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
METFORMIN HEXAL 500 mg Filmtabletten | (Metformin);;No Match;171;1;metformin;A10BA02;A10BA02;A10BA02;;;95;;;1;1;1;1;0;A;;1;1;1;;;0;5;;
CEFUROXIM Fresenius 1500 mg in 50 ml NaCL 0,9% über 1 h;;No Match;170;0;;;;J01DC02;;;90;;;0;0;0;0;0;J;;;;1;;;0;5;;
Tazobac 4,5 g;;No Match;169;0;;;;N05BA06;N03AX10;G04CB02;58;55.0;54.0;0;0;0;0;0;N;;;;0;0;0;J01CR05;5;;
Vergentan 50mg;A03FA05;Fuzzy Match;169;0;;;A03FA05;A03FA05;C01DA05;;100;71.0;;0;0;0;1;1;A;A;;1;1;0;;0;5;;
MonoEmbolex 3000 IE;;No Match;169;0;;;;B03XA01;B02BD16;;62;59.0;;0;0;0;0;0;B;;;;0;0;;B01AB13;5;;
FUROSEMID 40 mg;;No Match;169;0;;;;C03CA01;;;75;;;0;0;0;0;0;C;;;;1;;;0;5;;
HD Vitamine;;No Match;168;0;;;;A11CC05;A11HA02;;64;64.0;;0;0;0;0;0;A;;;;0;0;;nomed;nomed;was ist das hier?;Diätetikum, no med
BGA;;No Match;168;0;;;;A03FP30;B02AA03;;50;50.0;;0;0;0;0;0;A;;;;0;0;;nomed;nomed;no_med;Anordnung Blutgasanalyse, no med
ORFIRIL long Retardkapseln | (Valproinsäure);;No Match;168;1;valproinsäure;N03AG01;;N03AG01;;;80;;;0;0;1;0;0;N;;1;;1;;;0;5;;
DEXAMETHASON;;No Match;167;0;;;;H02AB02;;;100;;;0;0;0;0;0;H;;;;1;;;0;5;;
"[2 - Rtx Vaskulitis Induktion, Ranitidin]NATRIUMCHLORID Inf.Lsg.154";;No Match;167;0;;;;D08AC05;A02BC04;;53;50.0;;0;0;0;0;0;D;;;;0;0;;A02BA02;5;Wäre hier nur Ranitidin der Wirkstoff mit ATC Code A02BA02?;A02BA02
Naltrexon;N07BB04;Fuzzy Match;167;0;;;;N03AA02;M01AB05;J05AB11;57;56.0;55.0;0;0;0;0;2;N;N;;;0;0;0;unspec;unspec;Ist für Naltrexon der ATC Code N07BB04 korrekt?;nicht eindeutig, gibt je nach Präparat 2 verschiedene ATCcodes- bei Opiatabh oder bei Alkoholabhängigkeit
Omeprazol 20mg;;No Match;167;0;;;;A02BC01;A02BC05;V04CD01;100;70.0;69.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
A) DEXA 16 mg als KI | (Dexamethason 21-dihydrogenphosphat, Dexamethason);;No Match;167;1;dexamethason 21-dihydrogenphosphat, dexamethason;;;S01BA01;H02AB02;;67;62.0;;0;0;0;0;0;S;;;;0;1;;0;5;;
Torem 10mg;;No Match;166;0;;;;L04AC16;C03CA04;;78;74.0;;0;0;0;0;0;L;;;;0;1;;0;5;;
METRONIDAZOL 500mg;;No Match;166;0;;;;J01XD01;P01AB01;N03AD01;80;80.0;71.0;0;0;0;0;0;J;;;;1;0;0;0;5;;
SEROQUEL 100 mg Filmtabletten | (Quetiapin);;No Match;165;1;quetiapin;N05AH04;;N05AH04;;;70;;;0;0;1;0;0;N;;1;;1;;;0;5;;
TILIDIN comp. STADA 50 mg/4 mg Retardtabletten | (Tilidin hydrochlorid);;No Match;165;1;tilidin hydrochlorid;N02AX51;N02AX51;N02AX51;;;100;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
Pantozol 40mg;;No Match;165;0;;;;A02BC02;N06AF04;;74;69.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
Folsäure 5 mg;;No Match;164;0;;;;B03BB01;;;74;;;0;0;0;0;0;B;;;;1;;;0;5;;
ZYPREXA  überzogene Tabletten | (Olanzapin);;No Match;164;1;olanzapin;N05AH03;;N05AH03;;;78;;;0;0;1;0;0;N;;1;;1;;;0;5;;
NOVAMINSULFON;;No Match;164;0;;;N02BB02;N02BB02;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
Cefuroxim (p.o.) 125 mg/5 mL Suspension;;No Match;164;0;;;;J01DC02;;;69;;;0;0;0;0;0;J;;;;1;;;0;5;;
"Ern. i.v.: Fettlösung Mischbeutel; individuelle Herstellung durch APO UKD nach Anforderung";;No Match;163;0;;;;V04CZ08;C09AA02;B05XC30;56;54.0;53.0;0;0;0;0;0;V;;;;0;0;0;unspec;unspec;Was ist das?;nicht eindeutig
RAMIPRIL HEXAL Tabletten | (Ramipril);;No Match;162;1;ramipril;;;C09AA05;;;88;;;0;0;0;0;0;C;;;;1;;;0;5;;
PREDNISOLON Tabletten | (Prednisolon);;No Match;162;1;prednisolon;;;H02AB06;;;69;;;0;0;0;0;0;H;;;;1;;;0;5;;
METRONIDAZOL B.Braun 5 mg/ml Infusionslösung | (Metronidazol);;No Match;161;1;metronidazol;;;J01XD01;P01AB01;D06BX01;95;71.0;46.0;0;0;0;0;0;J;;;;1;0;0;0;5;;
FLUVASTATIN AL 40 mg Hartkapseln | (Fluvastatin);;No Match;161;1;fluvastatin;C10AA04;;C10AA04;;;82;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Circadin;;No Match;161;0;;;N05CH01;N05CH01;C01EH20;R05DA14;100;62.0;59.0;0;0;0;1;0;N;;;1;1;0;0;0;5;;
Leponex;;No Match;161;0;;;N05AH02;N05AH02;S01BA14;J07CA02;100;57.0;57.0;0;0;0;1;0;N;;;1;1;0;0;0;5;;
MULTIBIONTA Nutrition Tropfen | (Thiamin, Riboflavin, Nicotinsäure, Pantothensäure);;No Match;160;1;thiamin, riboflavin, nicotinsäure, pantothensäure;;;A09AH20;V06DB50;R05DA04;70;56.0;53.0;0;0;0;0;0;A;;;;0;0;0;A11BA01;5;;
FUROSEMID ratiopharm 40 mg Tabletten | (Furosemid);;No Match;160;1;furosemid;C03CA01;;C03CA01;;;96;;;0;0;1;0;0;C;;1;;1;;;0;5;;
HEPARIN NATRIUM 5.000 ratiopharm Ampullen | (Heparin natrium (Schwein));;No Match;159;1;heparin natrium (schwein);;;B01AB01;;;83;;;0;0;0;0;0;B;;;;1;;;0;5;;
Tazobac 4,5g;;No Match;159;0;;;;N05BA06;G04CB02;J01DC02;61;56.0;56.0;0;0;0;0;0;N;;;;0;0;0;J01CR05;5;;
ARANESP 80 µg Inj.-Lsg.i.e.Fert.S.autom.Nadels. | (Darbepoetin alfa);;No Match;159;1;darbepoetin alfa;B03XA02;;B03XA02;;;91;;;0;0;1;0;0;B;;1;;1;;;0;5;;
Milax/Pyrilax;;No Match;159;0;;;;A06AX01;V08BA01;J06BB05;71;50.0;50.0;0;0;0;0;0;A;;;;1;0;0;0;5;zwei Wirkstoffe?;A06AX01
MAGNESIUM 100 mg Jenapharm Tabletten | (Magnesium-Ion);;No Match;158;1;magnesium-ion;;;A12CC05;A12CC11;A12CC02;75;73.0;64.0;0;0;0;0;0;A;;;;0;1;0;0;5;;
NEBIVOLOL STADA 5 mg Tabletten | (Nebivolol);;No Match;158;1;nebivolol;C07AB12;C07AB12;C07AB12;;;94;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
Arixtra;;No Match;158;0;;;B01AX05;B01AX05;;;100;;;0;0;0;1;0;B;;;1;1;;;0;5;;
Metronidazol 500 mg;;No Match;157;0;;;;J01XD01;P01AB01;N05CD08;77;77.0;60.0;0;0;0;0;0;J;;;;1;0;0;0;5;;
GLUCOSE Inf.-Lösung 5 | (Glucose, wasserfrei zur parenteralen Anwendung);;No Match;157;1;glucose, wasserfrei zur parenteralen anwendung;;;V07AB10;B05BB02;;67;64.0;;0;0;0;0;0;V;;;;1;0;;0;5;Welcher ATC Code?;V07AB10
Rituximab;;No Match;157;0;;;;V08BA01;H02CA02;D11AF55;50;48.0;47.0;0;0;0;0;0;V;;;;0;0;0;L01FA01;5;Welcher ATC Code?;L01FA01
BELOC i.v. Injektionslösung | (Metoprolol);;No Match;157;1;metoprolol;;;C07AB02;C07BB22;;75;53.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
FORMOTOP 12 µg 1x60 ED Pulverinhalator+Patrone | (Formoterol);;No Match;157;1;formoterol;;;R03AK08;;;44;;;0;0;0;0;0;R;;;;0;;;R03AC13;5;Welcher ATC Code?;R03AC13
Wasser über PEG;;No Match;156;0;;;;J07BC01;A03FP30;;53;52.0;;0;0;0;0;0;J;;;;0;0;;V07AB01;5;no_med?;V07AB01
APONAL 50 Filmtabletten | (Doxepin);;No Match;156;1;doxepin;N06AA12;;N06AA12;;;100;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Nalbufin-hydrochlorid (i.v.) 10 mg/mL Infusion 15-20 min LM=TL:NaCl 0,9%;N02AF02;Fuzzy Match;156;0;;;;B05XB01;S01BA02;H02AB09;71;57.0;54.0;0;0;0;0;2;B;N;;;0;0;0;N02AF02;5;;
Cytarabin;;No Match;156;0;;;L01BC01;L01BC01;;;100;;;0;0;0;1;0;L;;;1;1;;;0;5;;
ZOLEDRONSÄURE HEXAL 4 mg/100 ml Infusionslösung | (Zoledronsäure);;No Match;155;1;zoledronsäure;M05BA08;;M05BA08;;;77;;;0;0;1;0;0;M;;1;;1;;;0;5;;
DEXAMETHASON 4 mg JENAPHARM Tabletten | (Dexamethason);;No Match;155;1;dexamethason;;;H02AB02;;;83;;;0;0;0;0;0;H;;;;1;;;0;5;;
DONEPEZIL HCL HEXAL 10 mg Filmtabletten | (Donepezil);;No Match;155;1;donepezil;N06DA02;;N06DA02;;;81;;;0;0;1;0;0;N;;1;;1;;;0;5;;
NEXIUM Mups 40 mg magensaftresistente Tabletten | (Esomeprazol);;No Match;154;1;esomeprazol;A02BC05;A02BC05;A02BC05;;;93;;;1;1;1;1;0;A;;1;1;1;;;0;5;;
Bisoprolol;;No Match;154;0;;;C07AB07;C07AB07;;;100;;;0;0;0;1;0;C;;;1;1;;;0;5;;
Valsartan 160 mg;;No Match;153;0;;;;C09CA03;;;81;;;0;0;0;0;0;C;;;;1;;;0;5;;
Metronidazol;;No Match;152;0;;;;J01XD01;P01AB01;D06BX01;100;100.0;61.0;0;0;0;0;0;J;;;;1;0;0;0;5;;
Metamizol 500 mg;;No Match;152;0;;;;N02BB02;L02AB02;;81;58.0;;0;0;0;0;0;N;;;;1;0;;0;5;;
"AMPHO MORONAL Suspension 100 mg/1 ml | (Amphotericin B)[Stoß Vaskulitis]";;No Match;152;1;amphotericin b) [stoß vaskulitis;;;A07AA07;;;100;;;0;0;0;0;0;A;;;;1;;;0;5;;
EBRANTIL 30 Retardkapseln | (Urapidil);;No Match;151;1;urapidil;C02CA06;;C02CA06;;;76;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Unacid 3g;;No Match;151;0;;;;J01CR01;;;80;;;0;0;0;0;0;J;;;;1;;;0;5;;
Spironolacton;;No Match;150;0;;;C03DA01;C03DA01;R05DA14;;100;55.0;;0;0;0;1;0;C;;;1;1;0;;0;5;;
Folsan 5mg;;No Match;149;0;;;;B03BB01;N05AF01;C07AA05;78;73.0;73.0;0;0;0;0;0;B;;;;1;0;0;0;5;;
LEVETIRACETAM HEXAL 1.000 mg Filmtabletten | (Levetiracetam);;No Match;149;1;levetiracetam;N03AX14;;N03AX14;;;90;;;0;0;1;0;0;N;;1;;1;;;0;5;;
HALOPERIDOL ratiopharm 1 mg Tabletten | (Haloperidol);;No Match;149;1;haloperidol;N05AD01;;N05AD01;;;96;;;0;0;1;0;0;N;;1;;1;;;0;5;;
TRAMAGIT 50 mg Tabletten | (Tramadol);;No Match;148;1;tramadol;;;N02AX02;;;80;;;0;0;0;0;0;N;;;;1;;;0;5;;
"NATRIUMCHLORID Inf.Lsg.154 | (Natrium-Ion, Chlorid-Ion)d1-d5; über Infusomat 200ml/h";;No Match;148;1;"natrium-ion, chlorid-ion) d1-d5; über infusomat 200ml/";;;B05BB11;B05XA03;;82;70.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
ZOFRAN 4 mg Zydis lingual Schmelztabletten | (Ondansetron);;No Match;148;1;ondansetron;A04AA01;;A04AA01;;;95;;;0;0;1;0;0;A;;1;;1;;;0;5;;
Rekawan;;No Match;147;0;;;;B01AB09;D06AX17;;57;50.0;;0;0;0;0;0;B;;;;0;0;;A12BA01;5;ATC Code A12BA01 korrekt?;A12BA01
PROTHAZIN Filmtabletten | (Promethazin);;No Match;147;1;promethazin;;;N05CM22;;;47;;;0;0;0;0;0;N;;;;1;;;0;5;;
Furosemid;;No Match;146;0;;;C03CA01;C03CA01;;;100;;;0;0;0;1;0;C;;;1;1;;;0;5;;
Ern. i.v: peri OLIMEL 2,5% E - 700 kcal - 18h;;No Match;145;0;;;;B06AC01;N02BA13;S01GA02;57;55.0;55.0;0;0;0;0;0;B;;;;0;0;0;B05BA10;5;;
"URBASON 1000 mg | (Methylprednisolon)d1-d3; Prämedikation Alemtuzumab als Kurzinfusion";;No Match;145;1;"methylprednisolon) d1-d3; prämedikation alemtuzumab als kurzinfusio";;;H02AB04;;;81;;;0;0;0;0;0;H;;;;1;;;0;5;;
JANUVIA 100 mg Filmtabletten | (Sitagliptin);;No Match;145;1;sitagliptin;;;A10BH01;;;96;;;0;0;0;0;0;A;;;;1;;;0;5;;
NITREPRESS 10 Tabletten | (Nitrendipin);;No Match;144;1;nitrendipin;C08CA08;;C08CA08;;;48;;;0;0;1;0;0;C;;1;;1;;;0;5;;
B) E154 250 ml als KI;;No Match;144;0;;;;B02BD09;L04AB01;;56;48.0;;0;0;0;0;0;B;;;;0;0;;B05BB11;5;;
0 Dexamethason 8 mg;;No Match;144;0;;;;H02AB02;;;93;;;0;0;0;0;0;H;;;;1;;;0;5;;
ATORVASTATIN ratiopharm 20 mg Filmtabletten | (Atorvastatin);;No Match;144;1;atorvastatin;;;C10AA05;;;96;;;0;0;0;0;0;C;;;;1;;;0;5;;
OXYGESIC 10 mg Retardtabletten | (Oxycodon);;No Match;144;1;oxycodon;;;N02AA05;;;96;;;0;0;0;0;0;N;;;;1;;;0;5;;
Ern. i.v: zentral SMOFKABIVEN 2200 kcal - 18h;;No Match;143;0;;;;B05BA10;;;64;;;0;0;0;0;0;B;;;;1;;;0;5;;
Rocephin;;No Match;143;0;;;;L01DC03;N02AA01;L02BG06;53;52.0;50.0;0;0;0;0;0;L;;;;0;0;0;J01DD04;5;ATC Code J01DD04 korrekt?;J01DD04
COTRIM forte ratiopharm 960 mg Tabletten | (Trimethoprim, Sulfamethoxazol);;No Match;143;1;trimethoprim, sulfamethoxazol;;;J01EE01;;;100;;;0;0;0;0;0;J;;;;1;;;0;5;;
Unacid (Ampicillin/Sulbactam) i.v. in [g];;No Match;142;0;;;;J01CG01;J01CE02;J01CR05;56;51.0;51.0;0;0;0;0;0;J;;;;0;0;0;J01CR21;5;ATC Code J01CR21 korrekt?;J01CR01
"AMPHO MORONAL Suspension 100 mg/1 ml | (Amphotericin B)[Stoß Rejektion]";;No Match;142;1;amphotericin b) [stoß rejektion;;;A07AA07;;;100;;;0;0;0;0;0;A;;;;1;;;0;5;;
Neulasta 6 mg;;No Match;140;0;;;;L03AA13;M05BA08;;76;67.0;;0;0;0;0;0;L;;;;1;0;;0;5;;
Falithrom;;No Match;140;0;;;B01AA04;B01AA04;;;100;;;0;0;0;1;0;B;;;1;1;;;0;5;;
Entresto 24/26 mg;;No Match;140;0;;;;C09DX04;;;91;;;0;0;0;0;0;C;;;;1;;;0;5;;
KREON 25.000 Hartkps.m.magensaftr.überz.Pellets | (Triacylglycerollipase, Amylase);;No Match;140;1;triacylglycerollipase, amylase;;;A09AA02;;;62;;;0;0;0;0;0;A;;;;1;;;0;5;;
Emend 80 mg;;No Match;139;0;;;;A04AD12;N07BB04;N03AG01;62;52.0;52.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
Ibuprofen 600 mg;;No Match;138;0;;;;M01AE01;;;81;;;0;0;0;0;0;M;;;;1;;;0;5;;
A) 1500 ml des 3 Liter-Beutels NaCl 0,45% + Glucose 2,5%;;No Match;138;0;;;;A11CC02;N05AL05;N02AX02;67;67.0;67.0;0;0;0;0;0;A;;;;0;0;0;B05BB02;5;Welcher ATC Code?;B05BB02
OXYGESIC 5 mg Retardtabletten | (Oxycodon) bei Schmerzen NRS>=4 und KG<50kg (alle12h);;No Match;137;1;oxycodon) bei schmerzen nrs>=4 und kg<50kg (alle12h;;;N02AA05;;;96;;;0;0;0;0;0;N;;;;1;;;0;5;;
Metamizol-Natrium (p.o.) 500 mg/mL Tropfen;;No Match;137;0;;;;V03AE01;N02BB02;B01AB01;67;65.0;64.0;0;0;0;0;0;V;;;;0;0;0;N02BB02;5;;
2 METOHEXAL Succ 47,5 mg Retardtabletten | (Metoprolol);;No Match;137;1;metoprolol;;;C07AB02;;;93;;;0;0;0;0;0;C;;;;1;;;0;5;;
Ranitidin;;No Match;136;0;;;;C01EH20;N03AA03;;59;56.0;;0;0;0;0;0;C;;;;0;0;;A02BA02;5;ATC Code A02BA02 korrekt?;A02BA02
"[Kombi-Inhalation - Trägerlösung für Kombi Atrovent + Sultanol]NACL 0,9%";R03AC02;Fuzzy Match;136;0;;;;R04AX01;R03AC02;R03AL01;61;58.0;55.0;0;0;0;0;2;R;R;;;0;0;0;R03AL02;5;Welcher ATC Code?;R03AL02
Quensyl 200 mg;;No Match;136;0;;;;P01BA02;J05AR17;;96;62.0;;0;0;0;0;0;P;;;;1;0;;0;5;;
Simvastatin 40 mg;;No Match;135;0;;;;C10BA02;;;79;;;0;0;0;0;0;C;;;;0;;;C10AA01;5;;
FUROSEMID ratiopharm 40 mg;;No Match;135;0;;;;C03CA01;;;96;;;0;0;0;0;0;C;;;;1;;;0;5;;
Ramipril 2,5 mg;;No Match;135;0;;;;C09AA05;C09BA25;;80;80.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
Soleinhalation;;No Match;133;0;;;;R04AX01;R03AL01;N03AA02;67;57.0;54.0;0;0;0;0;0;R;;;;0;0;0;B05BB11;5;Welcher ATC Code?;B05BB11 
PREDNISOLON 10 mg Jenapharm Tabletten | (Prednisolon);;No Match;133;1;prednisolon;;;H02AB06;;;79;;;0;0;0;0;0;H;;;;1;;;0;5;;
Cyclophosphamid;;No Match;133;0;;;L01AA01;L01AA01;N02AC06;D01AE14;100;54.0;53.0;0;0;0;1;0;L;;;1;1;0;0;0;5;;
NOVORAPID FlexPen 100 E/ml Inj.Lsg i.e. Fertigpen | (Insulin aspart);;No Match;133;1;insulin aspart;;A10AB05;A10AB05;;;100;;;0;0;0;1;0;A;;;1;1;;;0;5;;
VITAMIN B Duo Filmtabletten | (Thiaminium-Kation, Pyridoxin);;No Match;132;1;thiaminium-kation, pyridoxin;;N07XB52;N07XB52;A11CC05;A11DA01;100;70.0;70.0;0;0;0;1;0;N;;;1;1;0;0;0;5;;
Lorano® akut;;No Match;132;0;;;;C05AD01;L01XB01;V06CA50;58;56.0;55.0;0;0;0;0;0;C;;;;0;0;0;R06AX13;5;;
Lercanidipin 10mg;;No Match;132;0;;;;N06DX18;C08CA05;L01XF01;70;69.0;67.0;0;0;0;0;0;N;;;;0;0;0;C08CA13;5;;
MELPERON Sandoz 50 mg Filmtabletten | (Melperon);;No Match;132;1;melperon;N05AD03;;N05AD03;;;67;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Folsäure 5mg;;No Match;132;0;;;;B03BB01;;;100;;;0;0;0;0;0;B;;;;1;;;0;5;;
