concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
21605308,Tests for pituitary function,Drug,ATC,ATC 4th,C,V04CD,1970-01-01,2099-12-31,
21605309,metyrapone; oral,Drug,ATC,ATC 5th,C,V04CD01,1970-01-01,2099-12-31,
21605310,sermorelin; parenteral,Drug,ATC,ATC 5th,C,V04CD03,1970-01-01,2099-12-31,
21605311,corticorelin; parenteral,Drug,ATC,ATC 5th,C,V04CD04,1970-01-01,2099-12-31,
21605312,somatorelin; parenteral,Drug,ATC,ATC 5th,C,V04CD05,1970-01-01,2099-12-31,
21605313,Tests for liver functional capacity,Drug,ATC,ATC 4th,C,V04CE,1970-01-01,2099-12-31,
21605314,galactose; systemic,Drug,ATC,ATC 5th,C,V04CE01,1970-01-01,2099-12-31,
21605315,sulfobromophthalein; parenteral,Drug,ATC,ATC 5th,C,V04CE02,1970-01-01,2099-12-31,
21605316,Tuberculosis diagnostics,Drug,ATC,ATC 4th,C,V04CF,1970-01-01,2099-12-31,
21605317,tuberculin; systemic,Drug,ATC,ATC 5th,C,V04CF01,1970-01-01,2099-12-31,
21605318,Tests for gastric secretion,Drug,ATC,ATC 4th,C,V04CG,1970-01-01,2099-12-31,
21605319,cation exchange resins,Drug,ATC,ATC 5th,C,V04CG01,1970-01-01,2099-12-31,
21605320,betazole,Drug,ATC,ATC 5th,C,V04CG02,1970-01-01,2099-12-31,
21605321,histamine phosphate; systemic,Drug,ATC,ATC 5th,C,V04CG03,1970-01-01,2099-12-31,
21605322,pentagastrin; parenteral,Drug,ATC,ATC 5th,C,V04CG04,1970-01-01,2099-12-31,
21605323,methylthioninium chloride; systemic (tests for gastric secretion),Drug,ATC,ATC 5th,C,V04CG05,1970-01-01,2099-12-31,
21605324,caffeine and sodium benzoate; systemic,Drug,ATC,ATC 5th,C,V04CG30,1970-01-01,2099-12-31,
21605325,Tests for renal function and ureteral injuries,Drug,ATC,ATC 4th,C,V04CH,1970-01-01,2099-12-31,
21605326,inulin and other polyfructosans; systemic,Drug,ATC,ATC 5th,C,V04CH01,1970-01-01,2099-12-31,
21605327,indigo carmine; systemic,Drug,ATC,ATC 5th,C,V04CH02,1970-01-01,2099-12-31,
21605328,phenolsulfonphthalein; parenteral,Drug,ATC,ATC 5th,C,V04CH03,1970-01-01,2099-12-31,
21605329,alsactide,Drug,ATC,ATC 5th,C,V04CH04,1970-01-01,2099-12-31,
21605330,aminohippuric acid; oral,Drug,ATC,ATC 5th,C,V04CH30,1970-01-01,2099-12-31,
21605331,Tests for thyreoidea function,Drug,ATC,ATC 4th,C,V04CJ,1970-01-01,2099-12-31,
21605332,thyrotropin; systemic,Drug,ATC,ATC 5th,C,V04CJ01,1970-01-01,2099-12-31,
21605333,protirelin; systemic,Drug,ATC,ATC 5th,C,V04CJ02,1970-01-01,2099-12-31,
21605334,Tests for pancreatic function,Drug,ATC,ATC 4th,C,V04CK,1970-01-01,2099-12-31,
21605335,secretin; parenteral,Drug,ATC,ATC 5th,C,V04CK01,1970-01-01,2099-12-31,
21605336,pancreozymin (cholecystokinin); parenteral,Drug,ATC,ATC 5th,C,V04CK02,1970-01-01,2099-12-31,
21605337,bentiromide; oral,Drug,ATC,ATC 5th,C,V04CK03,1970-01-01,2099-12-31,
21605338,Tests for allergic diseases,Drug,ATC,ATC 4th,C,V04CL,1970-01-01,2099-12-31,
21605339,Tests for fertility disturbances,Drug,ATC,ATC 4th,C,V04CM,1970-01-01,2099-12-31,
21605340,gonadorelin; systemic (tests for fertility disturbances),Drug,ATC,ATC 5th,C,V04CM01,1970-01-01,2099-12-31,
21605341,Other diagnostic agents,Drug,ATC,ATC 4th,C,V04CX,1970-01-01,2099-12-31,
21605342,GENERAL NUTRIENTS,Drug,ATC,ATC 2nd,C,V06,1970-01-01,2099-12-31,
21605343,DIET FORMULATIONS FOR TREATMENT OF OBESITY,Drug,ATC,ATC 3rd,C,V06A,1970-01-01,2099-12-31,
21605344,Low-energy diets,Drug,ATC,ATC 4th,C,V06AA,1970-01-01,2099-12-31,
21605345,PROTEIN SUPPLEMENTS,Drug,ATC,ATC 3rd,C,V06B,1970-01-01,2099-12-31,
21605346,INFANT FORMULAS,Drug,ATC,ATC 3rd,C,V06C,1970-01-01,2099-12-31,
21605347,Nutrients without phenylalanine,Drug,ATC,ATC 4th,C,V06CA,1970-01-01,2099-12-31,
21605348,OTHER NUTRIENTS,Drug,ATC,ATC 3rd,C,V06D,1970-01-01,2099-12-31,
21605349,"Carbohydrates/proteins/minerals/vitamins, combinations",Drug,ATC,ATC 4th,C,V06DA,1970-01-01,2099-12-31,
21605350,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Drug,ATC,ATC 4th,C,V06DB,1970-01-01,2099-12-31,
21605351,Carbohydrates,Drug,ATC,ATC 4th,C,V06DC,1970-01-01,2099-12-31,
21605352,glucose; systemic (carbohydrates),Drug,ATC,ATC 5th,C,V06DC01,1970-01-01,2099-12-31,
21605353,fructose; systemic,Drug,ATC,ATC 5th,C,V06DC02,1970-01-01,2099-12-31,
21605354,"Amino acids, incl. combinations with polypeptides",Drug,ATC,ATC 4th,C,V06DD,1970-01-01,2099-12-31,
21605355,"Amino acids/carbohydrates/minerals/vitamins, combinations",Drug,ATC,ATC 4th,C,V06DE,1970-01-01,2099-12-31,
21605356,Milk substitutes,Drug,ATC,ATC 4th,C,V06DF,1970-01-01,2099-12-31,
21605357,Other combinations of nutrients,Drug,ATC,ATC 4th,C,V06DX,1970-01-01,2099-12-31,
21605358,ALL OTHER NON-THERAPEUTIC PRODUCTS,Drug,ATC,ATC 2nd,C,V07,1970-01-01,2099-12-31,
21605359,ALL OTHER NON-THERAPEUTIC PRODUCTS,Drug,ATC,ATC 3rd,C,V07A,1970-01-01,2099-12-31,
21605360,Plasters,Drug,ATC,ATC 4th,C,V07AA,1970-01-01,2099-12-31,
21605361,"Solvents and diluting agents, incl. irrigating solutions",Drug,ATC,ATC 4th,C,V07AB,1970-01-01,2099-12-31,
21605362,"Blood transfusion, auxiliary products",Drug,ATC,ATC 4th,C,V07AC,1970-01-01,2099-12-31,
21605363,"Blood tests, auxiliary products",Drug,ATC,ATC 4th,C,V07AD,1970-01-01,2099-12-31,
21605364,Incontinence equipment,Drug,ATC,ATC 4th,C,V07AN,1970-01-01,2099-12-31,
21605365,"Sensitivity tests, discs and tablets",Drug,ATC,ATC 4th,C,V07AR,1970-01-01,2099-12-31,
21605366,Stomi equipment,Drug,ATC,ATC 4th,C,V07AS,1970-01-01,2099-12-31,
21605367,Cosmetics,Drug,ATC,ATC 4th,C,V07AT,1970-01-01,2099-12-31,
21605368,Technical disinfectants,Drug,ATC,ATC 4th,C,V07AV,1970-01-01,2099-12-31,
21605369,Washing agents etc.,Drug,ATC,ATC 4th,C,V07AX,1970-01-01,2099-12-31,
21605370,Other non-therapeutic auxiliary products,Drug,ATC,ATC 4th,C,V07AY,1970-01-01,2099-12-31,
21605371,Chemicals and reagents for analysis,Drug,ATC,ATC 4th,C,V07AZ,1970-01-01,2099-12-31,
21605372,CONTRAST MEDIA,Drug,ATC,ATC 2nd,C,V08,1970-01-01,2099-12-31,
21605373,"X-RAY CONTRAST MEDIA, IODINATED",Drug,ATC,ATC 3rd,C,V08A,1970-01-01,2099-12-31,
21605374,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",Drug,ATC,ATC 4th,C,V08AA,1970-01-01,2099-12-31,
21605375,diatrizoic acid,Drug,ATC,ATC 5th,C,V08AA01,1970-01-01,2099-12-31,
21605376,metrizoic acid,Drug,ATC,ATC 5th,C,V08AA02,1970-01-01,2099-12-31,
21605377,iodamide; parenteral,Drug,ATC,ATC 5th,C,V08AA03,1970-01-01,2099-12-31,
21605378,iotalamic acid,Drug,ATC,ATC 5th,C,V08AA04,1970-01-01,2099-12-31,
21605379,ioxitalamic acid,Drug,ATC,ATC 5th,C,V08AA05,1970-01-01,2099-12-31,
21605380,ioglicic acid,Drug,ATC,ATC 5th,C,V08AA06,1970-01-01,2099-12-31,
21605381,acetrizoic acid; oral,Drug,ATC,ATC 5th,C,V08AA07,1970-01-01,2099-12-31,
21605382,iocarmic acid,Drug,ATC,ATC 5th,C,V08AA08,1970-01-01,2099-12-31,
21605383,methiodal,Drug,ATC,ATC 5th,C,V08AA09,1970-01-01,2099-12-31,
21605384,diodone,Drug,ATC,ATC 5th,C,V08AA10,1970-01-01,2099-12-31,
21605385,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",Drug,ATC,ATC 4th,C,V08AB,1970-01-01,2099-12-31,
21605386,metrizamide,Drug,ATC,ATC 5th,C,V08AB01,1970-01-01,2099-12-31,
21605387,iohexol; systemic,Drug,ATC,ATC 5th,C,V08AB02,1970-01-01,2099-12-31,
21605388,ioxaglic acid; parenteral,Drug,ATC,ATC 5th,C,V08AB03,1970-01-01,2099-12-31,
21605389,iopamidol; systemic,Drug,ATC,ATC 5th,C,V08AB04,1970-01-01,2099-12-31,
21605390,iopromide; systemic,Drug,ATC,ATC 5th,C,V08AB05,1970-01-01,2099-12-31,
21605391,iotrolan; parenteral,Drug,ATC,ATC 5th,C,V08AB06,1970-01-01,2099-12-31,
21605392,ioversol; parenteral,Drug,ATC,ATC 5th,C,V08AB07,1970-01-01,2099-12-31,
21605393,iopentol; parenteral,Drug,ATC,ATC 5th,C,V08AB08,1970-01-01,2099-12-31,
21605394,iodixanol; parenteral,Drug,ATC,ATC 5th,C,V08AB09,1970-01-01,2099-12-31,
21605395,iomeprol; parenteral,Drug,ATC,ATC 5th,C,V08AB10,1970-01-01,2099-12-31,
21605396,iobitridol; parenteral,Drug,ATC,ATC 5th,C,V08AB11,1970-01-01,2099-12-31,
21605397,ioxilan,Drug,ATC,ATC 5th,C,V08AB12,1970-01-01,2099-12-31,
21605398,"Watersoluble, hepatotropic X-ray contrast media",Drug,ATC,ATC 4th,C,V08AC,1970-01-01,2099-12-31,
21605399,iodoxamic acid; parenteral,Drug,ATC,ATC 5th,C,V08AC01,1970-01-01,2099-12-31,
21605400,iotroxic acid,Drug,ATC,ATC 5th,C,V08AC02,1970-01-01,2099-12-31,
21605401,ioglycamic acid; parenteral,Drug,ATC,ATC 5th,C,V08AC03,1970-01-01,2099-12-31,
21605402,adipiodone; parenteral,Drug,ATC,ATC 5th,C,V08AC04,1970-01-01,2099-12-31,
21605403,iobenzamic acid; oral,Drug,ATC,ATC 5th,C,V08AC05,1970-01-01,2099-12-31,
21605404,iopanoic acid; oral,Drug,ATC,ATC 5th,C,V08AC06,1970-01-01,2099-12-31,
21605405,iocetamic acid; oral,Drug,ATC,ATC 5th,C,V08AC07,1970-01-01,2099-12-31,
21605406,sodium iopodate; oral,Drug,ATC,ATC 5th,C,V08AC08,1970-01-01,2099-12-31,
21605407,tyropanoic acid; oral,Drug,ATC,ATC 5th,C,V08AC09,1970-01-01,2099-12-31,
21605408,calcium iopodate; oral,Drug,ATC,ATC 5th,C,V08AC10,1970-01-01,2099-12-31,
21605409,Non-watersoluble X-ray contrast media,Drug,ATC,ATC 4th,C,V08AD,1970-01-01,2099-12-31,
21605410,ethyl esters of iodised fatty acids,Drug,ATC,ATC 5th,C,V08AD01,1970-01-01,2099-12-31,
21605411,iopydol,Drug,ATC,ATC 5th,C,V08AD02,1970-01-01,2099-12-31,
21605412,propyliodone; parenteral,Drug,ATC,ATC 5th,C,V08AD03,1970-01-01,2099-12-31,
21605413,iofendylate; parenteral,Drug,ATC,ATC 5th,C,V08AD04,1970-01-01,2099-12-31,
21605414,"X-RAY CONTRAST MEDIA, NON-IODINATED",Drug,ATC,ATC 3rd,C,V08B,1970-01-01,2099-12-31,
21605415,Barium sulfate containing X-ray contrast media,Drug,ATC,ATC 4th,C,V08BA,1970-01-01,2099-12-31,
21605416,"barium sulfate with suspending agents; oral, rectal, topical",Drug,ATC,ATC 5th,C,V08BA01,1970-01-01,2099-12-31,
21605417,"barium sulfate without suspending agents; oral, rectal, topical",Drug,ATC,ATC 5th,C,V08BA02,1970-01-01,2099-12-31,
21605418,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,Drug,ATC,ATC 3rd,C,V08C,1970-01-01,2099-12-31,
21605419,Paramagnetic contrast media,Drug,ATC,ATC 4th,C,V08CA,1970-01-01,2099-12-31,
21605420,gadopentetic acid; systemic,Drug,ATC,ATC 5th,C,V08CA01,1970-01-01,2099-12-31,
21605421,gadoteric acid; parenteral,Drug,ATC,ATC 5th,C,V08CA02,1970-01-01,2099-12-31,
21605422,gadodiamide; parenteral,Drug,ATC,ATC 5th,C,V08CA03,1970-01-01,2099-12-31,
21605423,gadoteridol; parenteral,Drug,ATC,ATC 5th,C,V08CA04,1970-01-01,2099-12-31,
21605424,mangafodipir; parenteral,Drug,ATC,ATC 5th,C,V08CA05,1970-01-01,2099-12-31,
21605425,gadoversetamide; parenteral,Drug,ATC,ATC 5th,C,V08CA06,1970-01-01,2099-12-31,
21605426,ferric ammonium citrate; oral,Drug,ATC,ATC 5th,C,V08CA07,1970-01-01,2099-12-31,
21605427,gadobenic acid; parenteral,Drug,ATC,ATC 5th,C,V08CA08,1970-01-01,2099-12-31,
21605428,gadobutrol; parenteral,Drug,ATC,ATC 5th,C,V08CA09,1970-01-01,2099-12-31,
21605429,gadoxetic acid; parenteral,Drug,ATC,ATC 5th,C,V08CA10,1970-01-01,2099-12-31,
21605430,gadofosveset; parenteral,Drug,ATC,ATC 5th,C,V08CA11,1970-01-01,2099-12-31,
21605431,Superparamagnetic contrast media,Drug,ATC,ATC 4th,C,V08CB,1970-01-01,2099-12-31,
21605432,ferumoxsil; systemic,Drug,ATC,ATC 5th,C,V08CB01,1970-01-01,2099-12-31,
21605433,ferristene; systemic,Drug,ATC,ATC 5th,C,V08CB02,1970-01-01,2099-12-31,
21605434,"iron oxide, nanoparticles; systemic",Drug,ATC,ATC 5th,C,V08CB03,1970-01-01,2099-12-31,
21605435,Other magnetic resonance imaging contrast media,Drug,ATC,ATC 4th,C,V08CX,1970-01-01,2099-12-31,
21605436,perflubron,Drug,ATC,ATC 5th,C,V08CX01,1970-01-01,2099-12-31,
21605437,ULTRASOUND CONTRAST MEDIA,Drug,ATC,ATC 3rd,C,V08D,1970-01-01,2099-12-31,
21605438,Ultrasound contrast media,Drug,ATC,ATC 4th,C,V08DA,1970-01-01,2099-12-31,
21605439,"perflutren, human albumin microspheres; parenteral",Drug,ATC,ATC 5th,C,V08DA01,1970-01-01,2099-12-31,
21605440,microparticles of galactose; systemic,Drug,ATC,ATC 5th,C,V08DA02,1970-01-01,2099-12-31,
21605441,perflenapent,Drug,ATC,ATC 5th,C,V08DA03,1970-01-01,2099-12-31,
21605442,"perflutren, phospholipid microspheres; parenteral",Drug,ATC,ATC 5th,C,V08DA04,1970-01-01,2099-12-31,
21605443,"sulfur hexafluoride, phospholipid microspheres; parenteral",Drug,ATC,ATC 5th,C,V08DA05,1970-01-01,2099-12-31,
21605444,DIAGNOSTIC RADIOPHARMACEUTICALS,Drug,ATC,ATC 2nd,C,V09,1970-01-01,2099-12-31,
21605445,CENTRAL NERVOUS SYSTEM,Drug,ATC,ATC 3rd,C,V09A,1970-01-01,2099-12-31,
21605446,Technetium (99mTc) compounds,Drug,ATC,ATC 4th,C,V09AA,1970-01-01,2099-12-31,
21605447,technetium (99mTc) exametazime,Drug,ATC,ATC 5th,C,V09AA01,1970-01-01,2099-12-31,
21605448,technetium (99mTc) bicisate,Drug,ATC,ATC 5th,C,V09AA02,1970-01-01,2099-12-31,
21605449,Iodine (123I) compounds,Drug,ATC,ATC 4th,C,V09AB,1970-01-01,2099-12-31,
21605450,iodine iofetamine (123I),Drug,ATC,ATC 5th,C,V09AB01,1970-01-01,2099-12-31,
21605451,iodine iolopride (123I),Drug,ATC,ATC 5th,C,V09AB02,1970-01-01,2099-12-31,
21605452,iodine ioflupane (123I),Drug,ATC,ATC 5th,C,V09AB03,1970-01-01,2099-12-31,
21605453,Other central nervous system diagnostic radiopharmaceuticals,Drug,ATC,ATC 4th,C,V09AX,1970-01-01,2099-12-31,
21605454,indium (111In) pentetic acid,Drug,ATC,ATC 5th,C,V09AX01,1970-01-01,2099-12-31,
21605456,SKELETON,Drug,ATC,ATC 3rd,C,V09B,1970-01-01,2099-12-31,
21605457,Technetium (99mTc) compounds,Drug,ATC,ATC 4th,C,V09BA,1970-01-01,2099-12-31,
21605458,technetium (99mTc) oxidronic acid; parenteral,Drug,ATC,ATC 5th,C,V09BA01,1970-01-01,2099-12-31,
21605459,technetium (99mTc) medronic acid; parenteral,Drug,ATC,ATC 5th,C,V09BA02,1970-01-01,2099-12-31,
21605460,technetium (99mTc) pyrophosphate; parenteral,Drug,ATC,ATC 5th,C,V09BA03,1970-01-01,2099-12-31,
21605461,technetium (99mTc) butedronic acid,Drug,ATC,ATC 5th,C,V09BA04,1970-01-01,2099-12-31,
21605462,RENAL SYSTEM,Drug,ATC,ATC 3rd,C,V09C,1970-01-01,2099-12-31,
21605463,Technetium (99mTc) compounds,Drug,ATC,ATC 4th,C,V09CA,1970-01-01,2099-12-31,
21605464,technetium (99mTc) pentetic acid,Drug,ATC,ATC 5th,C,V09CA01,1970-01-01,2099-12-31,
21605465,technetium (99mTc) succimer; systemic,Drug,ATC,ATC 5th,C,V09CA02,1970-01-01,2099-12-31,
21605466,technetium (99mTc) mertiatide,Drug,ATC,ATC 5th,C,V09CA03,1970-01-01,2099-12-31,
21605467,technetium (99mTc) gluceptate,Drug,ATC,ATC 5th,C,V09CA04,1970-01-01,2099-12-31,
21605468,technetium (99mTc) gluconate,Drug,ATC,ATC 5th,C,V09CA05,1970-01-01,2099-12-31,
21605469,Other renal system diagnostic radiopharmaceuticals,Drug,ATC,ATC 4th,C,V09CX,1970-01-01,2099-12-31,
21605470,sodium iodohippurate (123I),Drug,ATC,ATC 5th,C,V09CX01,1970-01-01,2099-12-31,
21605471,sodium iodohippurate (131I),Drug,ATC,ATC 5th,C,V09CX02,1970-01-01,2099-12-31,
21605472,sodium iothalamate (125I); systemic,Drug,ATC,ATC 5th,C,V09CX03,1970-01-01,2099-12-31,
21605473,chromium (51Cr) edetate,Drug,ATC,ATC 5th,C,V09CX04,1970-01-01,2099-12-31,
21605474,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,Drug,ATC,ATC 3rd,C,V09D,1970-01-01,2099-12-31,
21605475,Technetium (99mTc) compounds,Drug,ATC,ATC 4th,C,V09DA,1970-01-01,2099-12-31,
21605476,technetium (99mTc) disofenin; parenteral,Drug,ATC,ATC 5th,C,V09DA01,1970-01-01,2099-12-31,
21605477,technetium (99mTc) etifenin,Drug,ATC,ATC 5th,C,V09DA02,1970-01-01,2099-12-31,
21605478,technetium (99mTc) lidofenin,Drug,ATC,ATC 5th,C,V09DA03,1970-01-01,2099-12-31,
21605479,technetium (99mTc) mebrofenin,Drug,ATC,ATC 5th,C,V09DA04,1970-01-01,2099-12-31,
21605480,technetium (99mTc) galtifenin,Drug,ATC,ATC 5th,C,V09DA05,1970-01-01,2099-12-31,
21605481,"Technetium (99mTc), particles and colloids",Drug,ATC,ATC 4th,C,V09DB,1970-01-01,2099-12-31,
21605482,technetium (99mTc) nanocolloid,Drug,ATC,ATC 5th,C,V09DB01,1970-01-01,2099-12-31,
21605483,technetium (99mTc) microcolloid; parenteral,Drug,ATC,ATC 5th,C,V09DB02,1970-01-01,2099-12-31,
21605484,technetium (99mTc) millimicrospheres; parenteral,Drug,ATC,ATC 5th,C,V09DB03,1970-01-01,2099-12-31,
21605485,technetium (99mTc) tin colloid,Drug,ATC,ATC 5th,C,V09DB04,1970-01-01,2099-12-31,
21605486,technetium (99mTc) sulfur colloid,Drug,ATC,ATC 5th,C,V09DB05,1970-01-01,2099-12-31,
21605487,technetium (99mTc) rheniumsulfide colloid,Drug,ATC,ATC 5th,C,V09DB06,1970-01-01,2099-12-31,
21605488,technetium (99mTc) phytate,Drug,ATC,ATC 5th,C,V09DB07,1970-01-01,2099-12-31,
21605489,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,Drug,ATC,ATC 4th,C,V09DX,1970-01-01,2099-12-31,
21605490,selenium (75Se) tauroselcholic acid,Drug,ATC,ATC 5th,C,V09DX01,1970-01-01,2099-12-31,
21605491,RESPIRATORY SYSTEM,Drug,ATC,ATC 3rd,C,V09E,1970-01-01,2099-12-31,
21605492,"Technetium (99mTc), inhalants",Drug,ATC,ATC 4th,C,V09EA,1970-01-01,2099-12-31,
21605493,technetium (99mTc) pentetic acid; inhalant,Drug,ATC,ATC 5th,C,V09EA01,1970-01-01,2099-12-31,
21605494,technetium (99mTc) technegas; inhalant,Drug,ATC,ATC 5th,C,V09EA02,1970-01-01,2099-12-31,
21605495,technetium (99mTc) nanocolloid; inhalant,Drug,ATC,ATC 5th,C,V09EA03,1970-01-01,2099-12-31,
21605496,"Technetium (99mTc), particles for injection",Drug,ATC,ATC 4th,C,V09EB,1970-01-01,2099-12-31,
21605497,technetium (99mTc) macrosalb,Drug,ATC,ATC 5th,C,V09EB01,1970-01-01,2099-12-31,
21605498,technetium (99mTc) microspheres,Drug,ATC,ATC 5th,C,V09EB02,1970-01-01,2099-12-31,
21605499,Other respiratory system diagnostic radiopharmaceuticals,Drug,ATC,ATC 4th,C,V09EX,1970-01-01,2099-12-31,
21605500,krypton (81mKr) gas,Drug,ATC,ATC 5th,C,V09EX01,1970-01-01,2099-12-31,
21605501,xenon (127Xe) gas,Drug,ATC,ATC 5th,C,V09EX02,1970-01-01,2099-12-31,
21605502,"xenon (133Xe) gas; inhalant, parenteral",Drug,ATC,ATC 5th,C,V09EX03,1970-01-01,2099-12-31,
21605503,THYROID,Drug,ATC,ATC 3rd,C,V09F,1970-01-01,2099-12-31,
21605504,Various thyroid diagnostic radiopharmaceuticals,Drug,ATC,ATC 4th,C,V09FX,1970-01-01,2099-12-31,
21605505,technetium (99mTc) pertechnetate,Drug,ATC,ATC 5th,C,V09FX01,1970-01-01,2099-12-31,
21605506,sodium iodide (123I); systemic,Drug,ATC,ATC 5th,C,V09FX02,1970-01-01,2099-12-31,
21605507,sodium iodide (131I); systemic (various thyroid diagnostic radiopharmaceuticals),Drug,ATC,ATC 5th,C,V09FX03,1970-01-01,2099-12-31,
21605508,sodium iodide (124I); systemic,Drug,ATC,ATC 5th,C,V09FX04,1970-01-01,2099-12-31,
21605509,CARDIOVASCULAR SYSTEM,Drug,ATC,ATC 3rd,C,V09G,1970-01-01,2099-12-31,
21605510,Technetium (99mTc) compounds,Drug,ATC,ATC 4th,C,V09GA,1970-01-01,2099-12-31,
21605511,technetium (99mTc) sestamibi,Drug,ATC,ATC 5th,C,V09GA01,1970-01-01,2099-12-31,
21605512,technetium (99mTc) tetrofosmin,Drug,ATC,ATC 5th,C,V09GA02,1970-01-01,2099-12-31,
21605513,technetium (99mTc) teboroxime,Drug,ATC,ATC 5th,C,V09GA03,1970-01-01,2099-12-31,
21605514,technetium (99mTc) human albumin,Drug,ATC,ATC 5th,C,V09GA04,1970-01-01,2099-12-31,
21605515,technetium (99mTc) furifosmin,Drug,ATC,ATC 5th,C,V09GA05,1970-01-01,2099-12-31,
21605516,technetium (99mTc) stannous agent labelled cells,Drug,ATC,ATC 5th,C,V09GA06,1970-01-01,2099-12-31,
21605517,technetium (99mTc) apcitide; oral,Drug,ATC,ATC 5th,C,V09GA07,1970-01-01,2099-12-31,
21605518,Iodine (125I) compounds,Drug,ATC,ATC 4th,C,V09GB,1970-01-01,2099-12-31,
21605519,fibrinogen (125I),Drug,ATC,ATC 5th,C,V09GB01,1970-01-01,2099-12-31,
21605520,iodine (125I) human albumin,Drug,ATC,ATC 5th,C,V09GB02,1970-01-01,2099-12-31,
21605521,Other cardiovascular system diagnostic radiopharmaceuticals,Drug,ATC,ATC 4th,C,V09GX,1970-01-01,2099-12-31,
21605522,thallium (201Tl) chloride; systemic,Drug,ATC,ATC 5th,C,V09GX01,1970-01-01,2099-12-31,
21605523,indium (111In) imciromab; parenteral,Drug,ATC,ATC 5th,C,V09GX02,1970-01-01,2099-12-31,
21605524,chromium (51Cr) chromate labelled cells,Drug,ATC,ATC 5th,C,V09GX03,1970-01-01,2099-12-31,
21605525,INFLAMMATION AND INFECTION DETECTION,Drug,ATC,ATC 3rd,C,V09H,1970-01-01,2099-12-31,
21605526,Technetium (99mTc) compounds,Drug,ATC,ATC 4th,C,V09HA,1970-01-01,2099-12-31,
21605527,technetium (99mTc) human immunoglobulin,Drug,ATC,ATC 5th,C,V09HA01,1970-01-01,2099-12-31,
21605528,technetium (99mTc) exametazime labelled cells,Drug,ATC,ATC 5th,C,V09HA02,1970-01-01,2099-12-31,
21605529,technetium (99mTc) antigranulocyte antibody,Drug,ATC,ATC 5th,C,V09HA03,1970-01-01,2099-12-31,
21605530,technetium (99mTc) sulesomab,Drug,ATC,ATC 5th,C,V09HA04,1970-01-01,2099-12-31,
21605531,Indium (111In) compounds,Drug,ATC,ATC 4th,C,V09HB,1970-01-01,2099-12-31,
21605532,indium (111In) oxinate labelled cells,Drug,ATC,ATC 5th,C,V09HB01,1970-01-01,2099-12-31,
21605533,indium (111In) tropolonate labelled cells,Drug,ATC,ATC 5th,C,V09HB02,1970-01-01,2099-12-31,
21605534,Other diagnostic radiopharmaceuticals for inflammation and infection detection,Drug,ATC,ATC 4th,C,V09HX,1970-01-01,2099-12-31,
21605535,gallium (67Ga) citrate,Drug,ATC,ATC 5th,C,V09HX01,1970-01-01,2099-12-31,
21605536,TUMOUR DETECTION,Drug,ATC,ATC 3rd,C,V09I,1970-01-01,2099-12-31,
21605537,Technetium (99mTc) compounds,Drug,ATC,ATC 4th,C,V09IA,1970-01-01,2099-12-31,
21605538,technetium (99mTc) antiCarcinoEmbryonicAntigen antibody,Drug,ATC,ATC 5th,C,V09IA01,1970-01-01,2099-12-31,
21605539,technetium (99mTc) antimelanoma antibody,Drug,ATC,ATC 5th,C,V09IA02,1970-01-01,2099-12-31,
21605540,technetium (99mTc) pentavalent succimer,Drug,ATC,ATC 5th,C,V09IA03,1970-01-01,2099-12-31,
21605541,technetium (99mTc) votumumab,Drug,ATC,ATC 5th,C,V09IA04,1970-01-01,2099-12-31,
21605542,technetium (99mTc) depreotide,Drug,ATC,ATC 5th,C,V09IA05,1970-01-01,2099-12-31,
21605543,technetium (99mTc) arcitumomab,Drug,ATC,ATC 5th,C,V09IA06,1970-01-01,2099-12-31,
21605544,Indium (111In) compounds,Drug,ATC,ATC 4th,C,V09IB,1970-01-01,2099-12-31,
21605545,indium (111In) pentetreotide; parenteral,Drug,ATC,ATC 5th,C,V09IB01,1970-01-01,2099-12-31,
21605546,indium (111In) satumomab pendetide,Drug,ATC,ATC 5th,C,V09IB02,1970-01-01,2099-12-31,
21605547,indium (111In) antiovariumcarcinoma antibody,Drug,ATC,ATC 5th,C,V09IB03,1970-01-01,2099-12-31,
21605548,indium (111In) capromab pendetide,Drug,ATC,ATC 5th,C,V09IB04,1970-01-01,2099-12-31,
21605549,Other diagnostic radiopharmaceuticals for tumour detection,Drug,ATC,ATC 4th,C,V09IX,1970-01-01,2099-12-31,
21605550,iobenguane (123I),Drug,ATC,ATC 5th,C,V09IX01,1970-01-01,2099-12-31,
21605551,iobenguane (131I); parenteral (diagnostic radiopharmaceuticals for tumour detection),Drug,ATC,ATC 5th,C,V09IX02,1970-01-01,2099-12-31,
21605552,iodine (125I) CC49-monoclonal antibody,Drug,ATC,ATC 5th,C,V09IX03,1970-01-01,2099-12-31,
21605553,fludeoxyglucose (18F); parenteral,Drug,ATC,ATC 5th,C,V09IX04,1970-01-01,2099-12-31,
21605554,fluorodopa (18F),Drug,ATC,ATC 5th,C,V09IX05,1970-01-01,2099-12-31,
